Report Date,Summary Indicator,Summary Indicator Value
05/23/2021,Probable Cases,"149,310"
05/23/2021,Total Hospitalizations,"29,486"
05/23/2021,Confirmed Hospitalizations,"27,985"
05/23/2021,Probable Hospitalizations,"1,501"
05/23/2021,Total Deaths,"11,106"
05/23/2021,Confirmed Deaths,"9,373"
05/23/2021,Probable Deaths,"1,733"
05/23/2021,Number_of_Outbreaks,"3,545"
05/23/2021,Number_of_Outbreak_Associated_Cases,7
05/23/2021,Number_of_PCR_Testing_Encounters,"7,349,630"
05/23/2021,Current 7-Day Percent Positivity,2.7%
05/23/2021,MIS-C Cases,71
05/23/2021,MIS-C Deaths,0
05/24/2021,Total Cases,"673,105"
05/24/2021,New Cases,76
05/24/2021,Confirmed Cases,"523,822"
05/24/2021,Probable Cases,"149,283"
05/24/2021,Total Hospitalizations,"29,505"
05/24/2021,Confirmed Hospitalizations,"28,004"
05/24/2021,Probable Hospitalizations,"1,501"
05/24/2021,Total Deaths,"11,116"
05/24/2021,Confirmed Deaths,"9,383"
05/24/2021,Probable Deaths,"1,733"
05/24/2021,Number_of_Outbreaks,"3,545"
05/24/2021,Number_of_Outbreak_Associated_Cases,7
05/24/2021,Number_of_PCR_Testing_Encounters,"7,358,485"
05/24/2021,Current 7-Day Percent Positivity,2.7%
05/24/2021,MIS-C Cases,71
05/24/2021,MIS-C Deaths,0
05/25/2021,Total Cases,"673,759"
05/25/2021,New Cases,654
05/25/2021,Confirmed Cases,"524,321"
05/25/2021,Probable Cases,"149,438"
05/25/2021,Total Hospitalizations,"29,560"
05/25/2021,Confirmed Hospitalizations,"28,062"
05/25/2021,Probable Hospitalizations,"1,498"
05/25/2021,Total Deaths,"11,137"
05/25/2021,Confirmed Deaths,"9,401"
05/25/2021,Probable Deaths,"1,736"
05/25/2021,Number_of_Outbreaks,"3,547"
05/25/2021,Number_of_Outbreak_Associated_Cases,7
05/25/2021,Number_of_PCR_Testing_Encounters,"7,368,111"
05/25/2021,Current 7-Day Percent Positivity,2.7%
05/25/2021,MIS-C Cases,71
05/25/2021,MIS-C Deaths,0
05/26/2021,Total Cases,"674,082"
05/26/2021,New Cases,323
05/26/2021,Confirmed Cases,"524,545"
05/26/2021,Probable Cases,"149,537"
05/26/2021,Total Hospitalizations,"29,617"
05/26/2021,Confirmed Hospitalizations,"28,110"
05/26/2021,Probable Hospitalizations,"1,507"
05/26/2021,Total Deaths,"11,143"
05/26/2021,Confirmed Deaths,"9,405"
05/26/2021,Probable Deaths,"1,738"
05/26/2021,Number_of_Outbreaks,"3,556"
05/26/2021,Number_of_Outbreak_Associated_Cases,"76,169"
05/26/2021,Number_of_PCR_Testing_Encounters,"7,380,543"
05/26/2021,Current 7-Day Percent Positivity,2.7%
05/26/2021,MIS-C Cases,71
05/26/2021,MIS-C Deaths,0
05/27/2021,Total Cases,"674,439"
05/27/2021,New Cases,357
05/27/2021,Confirmed Cases,"524,769"
05/27/2021,Probable Cases,"149,670"
05/27/2021,Total Hospitalizations,"29,655"
05/27/2021,Confirmed Hospitalizations,"28,148"
05/27/2021,Probable Hospitalizations,"1,507"
05/27/2021,Total Deaths,"11,152"
05/27/2021,Confirmed Deaths,"9,415"
05/27/2021,Probable Deaths,"1,737"
05/27/2021,Number_of_Outbreaks,"3,560"
05/27/2021,Number_of_Outbreak_Associated_Cases,"76,284"
05/27/2021,Number_of_PCR_Testing_Encounters,"7,391,804"
05/27/2021,Current 7-Day Percent Positivity,2.7%
05/27/2021,MIS-C Cases,71
05/27/2021,MIS-C Deaths,0
05/28/2021,Total Cases,"674,843"
05/28/2021,New Cases,404
05/28/2021,Confirmed Cases,"525,062"
05/28/2021,Probable Cases,"149,781"
05/28/2021,Total Hospitalizations,"29,683"
05/28/2021,Confirmed Hospitalizations,"28,174"
05/28/2021,Probable Hospitalizations,"1,509"
05/28/2021,Total Deaths,"11,156"
05/28/2021,Confirmed Deaths,"9,416"
05/28/2021,Probable Deaths,"1,740"
05/28/2021,Number_of_Outbreaks,"3,562"
05/28/2021,Number_of_Outbreak_Associated_Cases,"76,276"
05/28/2021,Number_of_PCR_Testing_Encounters,"7,406,551"
05/28/2021,Current 7-Day Percent Positivity,2.6%
05/28/2021,MIS-C Cases,71
05/28/2021,MIS-C Deaths,0
05/29/2021,Total Cases,"675,165"
05/29/2021,New Cases,322
05/29/2021,Confirmed Cases,"525,259"
05/29/2021,Probable Cases,"149,906"
05/29/2021,Total Hospitalizations,"29,713"
05/29/2021,Confirmed Hospitalizations,"28,199"
05/29/2021,Probable Hospitalizations,"1,514"
05/29/2021,Total Deaths,"11,160"
05/29/2021,Confirmed Deaths,"9,418"
05/29/2021,Probable Deaths,"1,742"
05/29/2021,Number_of_Outbreaks,"3,568"
05/29/2021,Number_of_Outbreak_Associated_Cases,"76,328"
05/29/2021,Number_of_PCR_Testing_Encounters,"7,415,536"
05/29/2021,Current 7-Day Percent Positivity,2.5%
05/29/2021,MIS-C Cases,71
05/29/2021,MIS-C Deaths,0
05/30/2021,Total Cases,"675,392"
05/30/2021,New Cases,227
05/30/2021,Confirmed Cases,"525,447"
05/30/2021,Probable Cases,"149,945"
05/30/2021,Total Hospitalizations,"29,734"
05/30/2021,Confirmed Hospitalizations,"28,220"
05/30/2021,Probable Hospitalizations,"1,514"
05/30/2021,Total Deaths,"11,173"
05/30/2021,Confirmed Deaths,"9,429"
05/30/2021,Probable Deaths,"1,744"
05/30/2021,Number_of_Outbreaks,"3,568"
05/30/2021,Number_of_PCR_Testing_Encounters,"7,422,978"
05/30/2021,Number_of_Outbreak_Associated_Cases,"76,333"
05/30/2021,Current 7-Day Percent Positivity,2.5%
05/30/2021,MIS-C Cases,71
05/30/2021,MIS-C Deaths,0
05/31/2021,Total Cases,"675,538"
05/31/2021,New Cases,146
05/31/2021,Confirmed Cases,"525,569"
05/31/2021,Probable Cases,"149,969"
05/31/2021,Total Hospitalizations,"29,757"
05/31/2021,Confirmed Hospitalizations,"28,243"
05/31/2021,Probable Hospitalizations,"1,514"
05/31/2021,Total Deaths,"11,186"
05/31/2021,Confirmed Deaths,"9,439"
05/31/2021,Probable Deaths,"1,747"
05/31/2021,Number_of_Outbreaks,"3,568"
05/31/2021,Number_of_PCR_Testing_Encounters,"7,429,354"
05/31/2021,Number_of_Outbreak_Associated_Cases,"76,331"
05/31/2021,Current 7-Day Percent Positivity,2.7%
05/31/2021,MIS-C Cases,71
05/31/2021,MIS-C Deaths,0
06/01/2021,Total Cases,"675,597"
06/01/2021,New Cases,59
06/01/2021,Confirmed Cases,"525,727"
06/01/2021,Probable Cases,"149,870"
06/01/2021,Total Hospitalizations,"29,775"
06/01/2021,Confirmed Hospitalizations,"28,266"
06/01/2021,Probable Hospitalizations,"1,509"
06/01/2021,Total Deaths,"11,194"
06/01/2021,Confirmed Deaths,"9,449"
06/01/2021,Probable Deaths,"1,745"
06/01/2021,Number_of_Outbreaks,"3,568"
06/01/2021,Number_of_PCR_Testing_Encounters,"7,434,632"
06/01/2021,Number_of_Outbreak_Associated_Cases,"76,336"
06/01/2021,Current 7-Day Percent Positivity,2.7%
06/01/2021,MIS-C Cases,71
06/01/2021,MIS-C Deaths,0
06/02/2021,Total Cases,"675,783"
06/02/2021,New Cases,186
06/02/2021,Confirmed Cases,"525,896"
06/02/2021,Probable Cases,"149,887"
06/02/2021,Total Hospitalizations,"29,815"
06/02/2021,Confirmed Hospitalizations,"28,305"
06/02/2021,Probable Hospitalizations,"1,510"
06/02/2021,Total Deaths,"11,206"
06/02/2021,Confirmed Deaths,"9,457"
06/02/2021,Probable Deaths,"1,749"
06/02/2021,Number_of_Outbreaks,"3,576"
06/02/2021,Number_of_PCR_Testing_Encounters,"7,442,971"
06/02/2021,Number_of_Outbreak_Associated_Cases,"76,390"
06/02/2021,Current 7-Day Percent Positivity,2.6%
06/02/2021,MIS-C Cases,73
06/02/2021,MIS-C Deaths,0
06/03/2021,Total Cases,"676,041"
06/03/2021,New Cases,258
06/03/2021,Confirmed Cases,"526,049"
06/03/2021,Probable Cases,"149,992"
06/03/2021,Total Hospitalizations,"29,870"
06/03/2021,Confirmed Hospitalizations,"28,350"
06/03/2021,Probable Hospitalizations,"1,520"
06/03/2021,Total Deaths,"11,216"
06/03/2021,Confirmed Deaths,"9,464"
06/03/2021,Probable Deaths,"1,752"
06/03/2021,Number_of_Outbreaks,"3,583"
06/03/2021,Number_of_PCR_Testing_Encounters,"7,453,374"
06/03/2021,Number_of_Outbreak_Associated_Cases,"76,474"
06/03/2021,Current 7-Day Percent Positivity,2.5%
06/03/2021,MIS-C Cases,74
06/03/2021,MIS-C Deaths,0
06/04/2021,Total Cases,"676,300"
06/04/2021,New Cases,259
06/04/2021,Confirmed Cases,"526,227"
06/04/2021,Probable Cases,"150,073"
06/04/2021,Total Hospitalizations,"29,911"
06/04/2021,Confirmed Hospitalizations,"28,387"
06/04/2021,Probable Hospitalizations,"1,524"
06/04/2021,Total Deaths,"11,222"
06/04/2021,Confirmed Deaths,"9,470"
06/04/2021,Probable Deaths,"1,752"
06/04/2021,Number_of_Outbreaks,"3,593"
06/04/2021,Number_of_PCR_Testing_Encounters,"7,465,990"
06/04/2021,Number_of_Outbreak_Associated_Cases,"76,588"
06/04/2021,Current 7-Day Percent Positivity,2.6%
06/04/2021,MIS-C Cases,75
06/04/2021,MIS-C Deaths,0
06/05/2021,Total Cases,"676,586"
06/05/2021,New Cases,286
06/05/2021,Confirmed Cases,"526,442"
06/05/2021,Probable Cases,"150,144"
06/05/2021,Total Hospitalizations,"29,946"
06/05/2021,Confirmed Hospitalizations,"28,419"
06/05/2021,Probable Hospitalizations,"1,527"
06/05/2021,Total Deaths,"11,229"
06/05/2021,Confirmed Deaths,"9,474"
06/05/2021,Probable Deaths,"1,755"
06/05/2021,Number_of_Outbreaks,"3,597"
06/05/2021,Number_of_PCR_Testing_Encounters,"7,478,244"
06/05/2021,Number_of_Outbreak_Associated_Cases,"76,560"
06/05/2021,Current 7-Day Percent Positivity,2.6%
06/05/2021,MIS-C Cases,75
06/05/2021,MIS-C Deaths,0
06/06/2021,Total Cases,"676,741"
06/06/2021,New Cases,155
06/06/2021,Confirmed Cases,"526,590"
06/06/2021,Probable Cases,"150,151"
06/06/2021,Total Hospitalizations,"29,958"
06/06/2021,Confirmed Hospitalizations,"28,428"
06/06/2021,Probable Hospitalizations,"1,530"
06/06/2021,Total Deaths,"11,236"
06/06/2021,Confirmed Deaths,"9,481"
06/06/2021,Probable Deaths,"1,755"
06/06/2021,Number_of_Outbreaks,"3,602"
06/06/2021,Number_of_PCR_Testing_Encounters,"7,486,768"
06/06/2021,Number_of_Outbreak_Associated_Cases,"76,586"
06/06/2021,Current 7-Day Percent Positivity,2.5%
06/06/2021,MIS-C Cases,75
06/06/2021,MIS-C Deaths,0
06/07/2021,Total Cases,"676,831"
06/07/2021,New Cases,90
06/07/2021,Confirmed Cases,"526,688"
06/07/2021,Probable Cases,"150,143"
06/07/2021,Total Hospitalizations,"29,961"
06/07/2021,Confirmed Hospitalizations,"28,431"
06/07/2021,Probable Hospitalizations,"1,530"
06/07/2021,Total Deaths,"11,245"
06/07/2021,Confirmed Deaths,"9,489"
06/07/2021,Probable Deaths,"1,756"
06/07/2021,Number_of_Outbreaks,"3,602"
06/07/2021,Number_of_Outbreak_Associated_Cases,"76,585"
06/07/2021,Number_of_PCR_Testing_Encounters,"7,492,704"
06/07/2021,Current 7-Day Percent Positivity,2.2%
06/07/2021,MIS-C Cases,75
06/07/2021,MIS-C Deaths,0
06/08/2021,Total Cases,"677,013"
06/08/2021,New Cases,182
06/08/2021,Confirmed Cases,"526,805"
06/08/2021,Probable Cases,"150,208"
06/08/2021,Total Hospitalizations,"30,020"
06/08/2021,Confirmed Hospitalizations,"28,481"
06/08/2021,Probable Hospitalizations,"1,539"
06/08/2021,Total Deaths,"11,253"
06/08/2021,Confirmed Deaths,"9,492"
06/08/2021,Probable Deaths,"1,761"
06/08/2021,Number_of_Outbreaks,"3,619"
06/08/2021,Number_of_Outbreak_Associated_Cases,"76,764"
06/08/2021,Number_of_PCR_Testing_Encounters,"7,501,012"
06/08/2021,Current 7-Day Percent Positivity,2.1%
06/08/2021,MIS-C Cases,75
06/08/2021,MIS-C Deaths,0
06/09/2021,Total Cases,"677,210"
06/09/2021,New Cases,197
06/09/2021,Confirmed Cases,"526,992"
06/09/2021,Probable Cases,"150,218"
06/09/2021,Total Hospitalizations,"30,050"
06/09/2021,Confirmed Hospitalizations,"28,513"
06/09/2021,Probable Hospitalizations,"1,537"
06/09/2021,Total Deaths,"11,260"
06/09/2021,Confirmed Deaths,"9,499"
06/09/2021,Probable Deaths,"1,761"
06/09/2021,Number_of_Outbreaks,"3,629"
06/09/2021,Number_of_Outbreak_Associated_Cases,"76,783"
06/09/2021,Number_of_PCR_Testing_Encounters,"7,509,089"
06/09/2021,Current 7-Day Percent Positivity,2.1%
06/09/2021,MIS-C Cases,75
06/09/2021,MIS-C Deaths,0
06/10/2021,Total Cases,"677,425"
06/10/2021,New Cases,215
06/10/2021,Confirmed Cases,"527,193"
06/10/2021,Probable Cases,"150,232"
06/10/2021,Total Hospitalizations,"30,086"
06/10/2021,Confirmed Hospitalizations,"28,548"
06/10/2021,Probable Hospitalizations,"1,538"
06/10/2021,Total Deaths,"11,270"
06/10/2021,Confirmed Deaths,"9,508"
06/10/2021,Probable Deaths,"1,762"
06/10/2021,Number_of_Outbreaks,"3,637"
06/10/2021,Number_of_Outbreak_Associated_Cases,"77,003"
06/10/2021,Number_of_PCR_Testing_Encounters,"7,521,258"
06/10/2021,Current 7-Day Percent Positivity,2%
06/10/2021,MIS-C Cases,75
06/10/2021,MIS-C Deaths,0
06/11/2021,Total Cases,"677,530"
06/11/2021,New Cases,105
06/11/2021,Confirmed Cases,"527,284"
06/11/2021,Probable Cases,"150,246"
06/11/2021,Total Hospitalizations,"30,122"
06/11/2021,Confirmed Hospitalizations,"28,583"
06/11/2021,Probable Hospitalizations,"1,539"
06/11/2021,Total Deaths,"11,283"
06/11/2021,Confirmed Deaths,"9,521"
06/11/2021,Probable Deaths,"1,762"
06/11/2021,Number_of_Outbreaks,"3,644"
06/11/2021,Number_of_Outbreak_Associated_Cases,"77,036"
06/11/2021,Number_of_PCR_Testing_Encounters,"7,535,532"
06/11/2021,Current 7-Day Percent Positivity,2.1%
06/11/2021,MIS-C Cases,75
06/11/2021,MIS-C Deaths,0
06/12/2021,Total Cases,"677,671"
06/12/2021,New Cases,141
06/12/2021,Confirmed Cases,"527,412"
06/12/2021,Probable Cases,"150,259"
06/12/2021,Total Hospitalizations,"30,150"
06/12/2021,Confirmed Hospitalizations,"28,611"
06/12/2021,Probable Hospitalizations,"1,539"
06/12/2021,Total Deaths,"11,293"
06/12/2021,Confirmed Deaths,"9,528"
06/12/2021,Probable Deaths,"1,765"
06/12/2021,Number_of_Outbreaks,"3,653"
06/12/2021,Number_of_Outbreak_Associated_Cases,"77,075"
06/12/2021,Number_of_PCR_Testing_Encounters,"7,545,686"
06/12/2021,Current 7-Day Percent Positivity,1.8%
06/12/2021,MIS-C Cases,75
06/12/2021,MIS-C Deaths,0
06/13/2021,Total Cases,"677,744"
06/13/2021,New Cases,73
06/13/2021,Confirmed Cases,"527,482"
06/13/2021,Probable Cases,"150,262"
06/13/2021,Total Hospitalizations,"30,169"
06/13/2021,Confirmed Hospitalizations,"28,630"
06/13/2021,Probable Hospitalizations,"1,539"
06/13/2021,Total Deaths,"11,307"
06/13/2021,Confirmed Deaths,"9,542"
06/13/2021,Probable Deaths,"1,765"
06/13/2021,Number_of_Outbreaks,"3,653"
06/13/2021,Number_of_Outbreak_Associated_Cases,"77,077"
06/13/2021,Number_of_PCR_Testing_Encounters,"7,553,224"
06/13/2021,Current 7-Day Percent Positivity,1.8%
06/13/2021,MIS-C Cases,75
06/13/2021,MIS-C Deaths,0
06/14/2021,Total Cases,"677,812"
06/14/2021,New Cases,68
06/14/2021,Confirmed Cases,"527,559"
06/14/2021,Probable Cases,"150,253"
06/14/2021,Total Hospitalizations,"30,182"
06/14/2021,Confirmed Hospitalizations,"28,642"
06/14/2021,Probable Hospitalizations,"1,540"
06/14/2021,Total Deaths,"11,318"
06/14/2021,Confirmed Deaths,"9,553"
06/14/2021,Probable Deaths,"1,765"
06/14/2021,Number_of_Outbreaks,"3,654"
06/14/2021,Number_of_PCR_Testing_Encounters,"7,559,536"
06/14/2021,Number_of_Outbreak_Associated_Cases,"77,087"
06/14/2021,Current 7-Day Percent Positivity,1.8%
06/14/2021,MIS-C Cases,75
06/14/2021,MIS-C Deaths,0
06/15/2021,Total Cases,"677,949"
06/15/2021,New Cases,137
06/15/2021,Confirmed Cases,"527,761"
06/15/2021,Probable Cases,"150,188"
06/15/2021,Total Hospitalizations,"30,208"
06/15/2021,Confirmed Hospitalizations,"28,665"
06/15/2021,Probable Hospitalizations,"1,543"
06/15/2021,Total Deaths,"11,328"
06/15/2021,Confirmed Deaths,"9,563"
06/15/2021,Probable Deaths,"1,765"
06/15/2021,Number_of_Outbreaks,"3,654"
06/15/2021,Number_of_PCR_Testing_Encounters,"7,568,101"
06/15/2021,Number_of_Outbreak_Associated_Cases,"77,094"
06/15/2021,Current 7-Day Percent Positivity,1.7%
06/15/2021,MIS-C Cases,75
06/15/2021,MIS-C Deaths,0
06/17/2021,Total Cases,"678,392"
06/17/2021,New Cases,166
06/17/2021,Confirmed Cases,"528,085"
06/17/2021,Probable Cases,"150,307"
06/17/2021,Total Hospitalizations,"30,263"
06/17/2021,Confirmed Hospitalizations,"28,720"
06/17/2021,Probable Hospitalizations,"1,543"
06/17/2021,Total Deaths,"11,336"
06/17/2021,Confirmed Deaths,"9,571"
06/17/2021,Probable Deaths,"1,765"
06/17/2021,Number_of_Outbreaks,"3,662"
06/17/2021,Number_of_Outbreak_Associated_Cases,"77,067"
06/17/2021,Number_of_PCR_Testing_Encounters,"7,588,180"
06/17/2021,Current 7-Day Percent Positivity,1.6%
06/17/2021,MIS-C Cases,75
06/17/2021,MIS-C Deaths,0
06/18/2021,Total Cases,"678,506"
06/18/2021,New Cases,114
06/18/2021,Confirmed Cases,"528,171"
06/18/2021,Probable Cases,"150,335"
06/18/2021,Total Hospitalizations,"30,291"
06/18/2021,Confirmed Hospitalizations,"28,747"
06/18/2021,Probable Hospitalizations,"1,544"
06/18/2021,Total Deaths,"11,342"
06/18/2021,Confirmed Deaths,"9,575"
06/18/2021,Probable Deaths,"1,767"
06/18/2021,Number_of_Outbreaks,"3,666"
06/18/2021,Number_of_PCR_Testing_Encounters,"7,598,706"
06/18/2021,Number_of_Outbreak_Associated_Cases,"77,091"
06/18/2021,Current 7-Day Percent Positivity,1.5%
06/18/2021,MIS-C Cases,75
06/18/2021,MIS-C Deaths,0
06/19/2021,Total Cases,"678,595"
06/19/2021,New Cases,89
06/19/2021,Confirmed Cases,"528,260"
06/19/2021,Probable Cases,"150,335"
06/19/2021,Total Hospitalizations,"30,303"
06/19/2021,Confirmed Hospitalizations,"28,759"
06/19/2021,Probable Hospitalizations,"1,544"
06/19/2021,Total Deaths,"11,343"
06/19/2021,Confirmed Deaths,"9,575"
06/19/2021,Probable Deaths,"1,768"
06/19/2021,Number_of_Outbreaks,"3,669"
06/19/2021,Number_of_Outbreak_Associated_Cases,"77,100"
06/19/2021,Number_of_PCR_Testing_Encounters,"7,607,236"
06/19/2021,Current 7-Day Percent Positivity,1.5%
06/19/2021,MIS-C Cases,75
06/19/2021,MIS-C Deaths,0
06/20/2021,Total Cases,"678,649"
06/20/2021,New Cases,54
06/20/2021,Confirmed Cases,"528,307"
06/20/2021,Probable Cases,"150,342"
06/20/2021,Total Hospitalizations,"30,317"
06/20/2021,Confirmed Hospitalizations,"28,768"
06/20/2021,Probable Hospitalizations,"1,549"
06/20/2021,Total Deaths,"11,351"
06/20/2021,Confirmed Deaths,"9,582"
06/20/2021,Probable Deaths,"1,769"
06/20/2021,Number_of_Outbreaks,"3,669"
06/20/2021,Number_of_Outbreak_Associated_Cases,"77,108"
06/20/2021,Number_of_PCR_Testing_Encounters,"7,613,651"
06/20/2021,Current 7-Day Percent Positivity,1.3%
06/20/2021,MIS-C Cases,75
06/20/2021,MIS-C Deaths,0
06/21/2021,Total Cases,"678,765"
06/21/2021,New Cases,116
06/21/2021,Confirmed Cases,"528,373"
06/21/2021,Probable Cases,"150,392"
06/21/2021,Total Hospitalizations,"30,331"
06/21/2021,Confirmed Hospitalizations,"28,779"
06/21/2021,Probable Hospitalizations,"1,552"
06/21/2021,Total Deaths,"11,360"
06/21/2021,Confirmed Deaths,"9,590"
06/21/2021,Probable Deaths,"1,770"
06/21/2021,Number_of_Outbreaks,"3,669"
06/21/2021,Number_of_PCR_Testing_Encounters,"7,619,929"
06/21/2021,Number_of_Outbreak_Associated_Cases,"77,110"
06/21/2021,Current 7-Day Percent Positivity,1.5%
06/21/2021,MIS-C Cases,75
06/21/2021,MIS-C Deaths,0
06/22/2021,Total Cases,"678,909"
06/22/2021,New Cases,144
06/22/2021,Confirmed Cases,"528,533"
06/22/2021,Probable Cases,"150,376"
06/22/2021,Total Hospitalizations,"30,361"
06/22/2021,Confirmed Hospitalizations,"28,809"
06/22/2021,Probable Hospitalizations,"1,552"
06/22/2021,Total Deaths,"11,367"
06/22/2021,Confirmed Deaths,"9,597"
06/22/2021,Probable Deaths,"1,770"
06/22/2021,Number_of_Outbreaks,"3,669"
06/22/2021,Number_of_Outbreak_Associated_Cases,"77,111"
06/22/2021,Number_of_PCR_Testing_Encounters,"7,628,011"
06/22/2021,Current 7-Day Percent Positivity,1.5%
06/22/2021,MIS-C Cases,75
06/22/2021,MIS-C Deaths,0
06/23/2021,Total Cases,"679,137"
06/23/2021,New Cases,228
06/23/2021,Confirmed Cases,"528,684"
06/23/2021,Probable Cases,"150,453"
06/23/2021,Total Hospitalizations,"30,346"
06/23/2021,Confirmed Hospitalizations,"28,798"
06/23/2021,Probable Hospitalizations,"1,548"
06/23/2021,Total Deaths,"11,368"
06/23/2021,Confirmed Deaths,"9,601"
06/23/2021,Probable Deaths,"1,767"
06/23/2021,Number_of_Outbreaks,"3,674"
06/23/2021,Number_of_Outbreak_Associated_Cases,"77,149"
06/23/2021,Number_of_PCR_Testing_Encounters,"7,637,641"
06/23/2021,Current 7-Day Percent Positivity,1.5%
06/23/2021,MIS-C Cases,75
06/23/2021,MIS-C Deaths,0
06/24/2021,Total Cases,"679,330"
06/24/2021,New Cases,193
06/24/2021,Confirmed Cases,"528,805"
06/24/2021,Probable Cases,"150,525"
06/24/2021,Total Hospitalizations,"30,336"
06/24/2021,Confirmed Hospitalizations,"28,790"
06/24/2021,Probable Hospitalizations,"1,546"
06/24/2021,Total Deaths,"11,378"
06/24/2021,Confirmed Deaths,"9,608"
06/24/2021,Probable Deaths,"1,770"
06/24/2021,Number_of_Outbreaks,"3,681"
06/24/2021,Number_of_Outbreak_Associated_Cases,"77,189"
06/24/2021,Number_of_PCR_Testing_Encounters,"7,646,916"
06/24/2021,Current 7-Day Percent Positivity,1.3%
06/24/2021,MIS-C Cases,75
06/24/2021,MIS-C Deaths,0
06/25/2021,Total Cases,"679,472"
06/25/2021,New Cases,142
06/25/2021,Confirmed Cases,"528,890"
06/25/2021,Probable Cases,"150,582"
06/25/2021,Total Hospitalizations,"30,350"
06/25/2021,Confirmed Hospitalizations,"28,800"
06/25/2021,Probable Hospitalizations,"1,550"
06/25/2021,Total Deaths,"11,389"
06/25/2021,Confirmed Deaths,"9,615"
06/25/2021,Probable Deaths,"1,774"
06/25/2021,Number_of_Outbreaks,"3,683"
06/25/2021,Number_of_Outbreak_Associated_Cases,"77,291"
06/25/2021,Number_of_PCR_Testing_Encounters,"7,655,023"
06/25/2021,Current 7-Day Percent Positivity,1.3%
06/25/2021,MIS-C Cases,75
06/25/2021,MIS-C Deaths,0
06/26/2021,Total Cases,"679,680"
06/26/2021,New Cases,208
06/26/2021,Confirmed Cases,"529,031"
06/26/2021,Probable Cases,"150,649"
06/26/2021,Total Hospitalizations,"30,364"
06/26/2021,Confirmed Hospitalizations,"28,813"
06/26/2021,Probable Hospitalizations,"1,551"
06/26/2021,Total Deaths,"11,392"
06/26/2021,Confirmed Deaths,"9,616"
06/26/2021,Probable Deaths,"1,776"
06/26/2021,Number_of_Outbreaks,"3,687"
06/26/2021,Number_of_PCR_Testing_Encounters,"7,665,096"
06/26/2021,Number_of_Outbreak_Associated_Cases,"77,337"
06/26/2021,Current 7-Day Percent Positivity,1.5%
06/26/2021,MIS-C Cases,75
06/26/2021,MIS-C Deaths,0
06/27/2021,Total Cases,"679,828"
06/27/2021,New Cases,148
06/27/2021,Confirmed Cases,"529,143"
06/27/2021,Probable Cases,"150,685"
06/27/2021,Total Hospitalizations,"30,364"
06/27/2021,Confirmed Hospitalizations,"28,815"
06/27/2021,Probable Hospitalizations,"1,549"
06/27/2021,Total Deaths,"11,396"
06/27/2021,Confirmed Deaths,"9,619"
06/27/2021,Probable Deaths,"1,777"
06/27/2021,Number_of_Outbreaks,"3,687"
06/27/2021,Number_of_PCR_Testing_Encounters,"7,671,889"
06/27/2021,Number_of_Outbreak_Associated_Cases,"77,339"
06/27/2021,Current 7-Day Percent Positivity,1.5%
06/27/2021,MIS-C Cases,75
06/27/2021,MIS-C Deaths,0
06/28/2021,Total Cases,"679,917"
06/28/2021,New Cases,88
06/28/2021,Confirmed Cases,"529,237"
06/28/2021,Probable Cases,"150,680"
06/28/2021,Total Hospitalizations,"30,379"
06/28/2021,Confirmed Hospitalizations,"28,827"
06/28/2021,Probable Hospitalizations,"1,552"
06/28/2021,Total Deaths,"11,402"
06/28/2021,Confirmed Deaths,"9,625"
06/28/2021,Probable Deaths,"1,777"
06/28/2021,Number_of_Outbreaks,"3,687"
06/28/2021,Number_of_PCR_Testing_Encounters,"7,678,978"
06/28/2021,Number_of_Outbreak_Associated_Cases,"77,335"
06/28/2021,Current 7-Day Percent Positivity,1.6%
06/28/2021,MIS-C Cases,75
06/28/2021,MIS-C Deaths,0
06/29/2021,Total Cases,"680,065"
06/29/2021,New Cases,148
06/29/2021,Confirmed Cases,"529,371"
06/29/2021,Probable Cases,"150,694"
06/29/2021,Total Hospitalizations,"30,417"
06/29/2021,Confirmed Hospitalizations,"28,864"
06/29/2021,Probable Hospitalizations,"1,553"
06/29/2021,Total Deaths,"11,412"
06/29/2021,Confirmed Deaths,"9,632"
06/29/2021,Probable Deaths,"1,780"
06/29/2021,Number_of_Outbreaks,"3,690"
06/29/2021,Number_of_PCR_Testing_Encounters,"7,686,083"
06/29/2021,Number_of_Outbreak_Associated_Cases,"77,350"
06/29/2021,Current 7-Day Percent Positivity,1.6%
06/29/2021,MIS-C Cases,75
06/29/2021,MIS-C Deaths,0
06/30/2021,Total Cases,"680,340"
06/30/2021,New Cases,275
06/30/2021,Confirmed Cases,"529,535"
06/30/2021,Probable Cases,"150,805"
06/30/2021,Total Hospitalizations,"30,458"
06/30/2021,Confirmed Hospitalizations,"28,901"
06/30/2021,Probable Hospitalizations,"1,557"
06/30/2021,Total Deaths,"11,415"
06/30/2021,Confirmed Deaths,"9,635"
06/30/2021,Probable Deaths,"1,780"
06/30/2021,Number_of_Outbreaks,"3,692"
06/30/2021,Number_of_Outbreak_Associated_Cases,"77,452"
06/30/2021,Number_of_PCR_Testing_Encounters,"7,695,293"
06/30/2021,Current 7-Day Percent Positivity,1.6%
06/30/2021,MIS-C Cases,75
06/30/2021,MIS-C Deaths,0
07/01/2021,Total Cases,"680,564"
07/01/2021,New Cases,224
07/01/2021,Confirmed Cases,"529,672"
07/01/2021,Probable Cases,"150,892"
07/01/2021,Total Hospitalizations,"30,510"
07/01/2021,Confirmed Hospitalizations,"28,950"
